ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,PRODUCTLINE,CITY,COUNTRY,DEALSIZE,TOTAL_SALES
10308,44,83.32,2004-10-15,Planes,White Plains,USA,Medium,3666.08
10317,35,83.32,2004-11-02,Planes,Burlingame,USA,Small,2916.2
10328,43,60.86,2004-11-12,Planes,Bergamo,Italy,Small,2616.98
10340,40,84.77,2004-11-24,Planes,Barcelona,Spain,Medium,3390.7999999999997
10353,35,89.9,2004-12-04,Planes,Glendale,USA,Medium,3146.5
10361,25,62.46,2004-12-17,Planes,Chatswood,Australia,Small,1561.5
10375,43,100.0,2005-02-03,Planes,Nantes,France,Large,4300.0
10386,50,63.34,2005-03-01,Planes,Madrid,Spain,Medium,3167.0
10398,45,78.25,2005-03-30,Planes,Reims,France,Medium,3521.25
10401,52,81.14,2005-04-03,Planes,Newark,USA,Medium,4219.28
10416,48,74.62,2005-05-10,Planes,Reggio Emilia,Italy,Medium,3581.76
10108,31,68.71,2003-03-03,Classic Cars,Makati City,Philippines,Small,2130.0099999999998
10122,29,71.14,2003-05-08,Classic Cars,Marseille,France,Small,2063.06
10135,23,87.31,2003-07-02,Classic Cars,San Rafael,USA,Small,2008.13
10147,31,64.67,2003-09-05,Classic Cars,Brickhaven,USA,Small,2004.77
10159,23,67.1,2003-10-10,Classic Cars,San Francisco,USA,Small,1543.3
10169,24,94.58,2003-11-04,Classic Cars,North Sydney,Australia,Small,2269.92
10180,28,71.14,2003-11-11,Classic Cars,Lille,France,Small,1991.92
10191,44,66.29,2003-11-20,Classic Cars,Koln,Germany,Small,2916.76
10211,22,92.16,2004-01-15,Classic Cars,Paris,France,Small,2027.52
10225,46,70.33,2004-02-22,Classic Cars,Gensve,Switzerland,Medium,3235.18
10238,22,93.77,2004-04-09,Classic Cars,Kobenhavn,Denmark,Small,2062.94
10252,38,87.31,2004-05-26,Classic Cars,Paris,France,Medium,3317.78
10264,47,83.27,2004-06-30,Classic Cars,Boston,USA,Medium,3913.6899999999996
10276,48,75.18,2004-08-02,Classic Cars,Brickhaven,USA,Medium,3608.6400000000003
10287,40,88.12,2004-08-30,Classic Cars,Gensve,Switzerland,Medium,3524.8
10299,32,80.84,2004-09-30,Classic Cars,Helsinki,Finland,Small,2586.88
10310,49,97.01,2004-10-16,Classic Cars,Koln,Germany,Medium,4753.490000000001
10319,43,85.69,2004-11-03,Classic Cars,NYC,USA,Medium,3684.67
10331,41,100.0,2004-11-17,Classic Cars,Philadelphia,USA,Medium,4100.0
10343,30,100.0,2004-11-24,Classic Cars,Reims,France,Medium,3000.0
10355,28,95.39,2004-12-07,Classic Cars,Madrid,Spain,Small,2670.92
10363,43,100.0,2005-01-06,Classic Cars,Espoo,Finland,Medium,4300.0
10378,41,100.0,2005-02-10,Classic Cars,Madrid,Spain,Medium,4100.0
10390,30,82.42,2005-03-04,Classic Cars,San Rafael,USA,Small,2472.6
10103,31,100.0,2003-01-29,Trucks and Buses,Stavern,Norway,Medium,3100.0
10114,32,100.0,2003-04-01,Trucks and Buses,Paris,France,Medium,3200.0
10126,43,96.31,2003-05-28,Trucks and Buses,Madrid,Spain,Medium,4141.33
10140,26,100.0,2003-07-24,Trucks and Buses,Burlingame,USA,Small,2600.0
10151,27,100.0,2003-09-21,Trucks and Buses,Oulu,Finland,Medium,2700.0
10164,24,100.0,2003-10-21,Trucks and Buses,Graz,Austria,Small,2400.0
10175,22,100.0,2003-11-06,Trucks and Buses,London,UK,Small,2200.0
10184,46,100.0,2003-11-14,Trucks and Buses,Sevilla,Spain,Medium,4600.0
10194,37,97.27,2003-11-25,Trucks and Buses,Lyon,France,Medium,3598.99
10207,49,80.9,2003-12-09,Trucks and Buses,Boston,USA,Medium,3964.1000000000004
10217,21,100.0,2004-02-04,Trucks and Buses,Singapore,Singapore,Small,2100.0
10229,25,100.0,2004-03-11,Trucks and Buses,San Rafael,USA,Small,2500.0
10245,37,100.0,2004-05-04,Trucks and Buses,New Haven,USA,Medium,3700.0
10259,45,86.68,2004-06-15,Trucks and Buses,Singapore,Singapore,Medium,3900.6000000000004
10270,32,85.72,2004-07-19,Trucks and Buses,Chatswood,Australia,Small,2743.04
10281,29,82.83,2004-08-19,Trucks and Buses,Allentown,USA,Small,2402.07
10291,26,83.79,2004-09-08,Trucks and Buses,Boras,Sweden,Small,2178.54
10305,28,100.0,2004-10-13,Trucks and Buses,Cambridge,USA,Medium,2800.0
10313,27,87.64,2004-10-22,Trucks and Buses,Vancouver,Canada,Small,2366.28
10324,20,98.18,2004-11-05,Trucks and Buses,NYC,USA,Small,1963.6000000000001
10335,44,100.0,2004-11-19,Trucks and Buses,San Rafael,USA,Medium,4400.0
10348,42,100.0,2004-11-01,Trucks and Buses,Madrid,Spain,Medium,4200.0
10358,41,100.0,2004-12-10,Trucks and Buses,Madrid,Spain,Medium,4100.0
10371,26,100.0,2005-01-23,Trucks and Buses,San Rafael,USA,Medium,2600.0
10382,26,100.0,2005-02-17,Trucks and Buses,San Rafael,USA,Small,2600.0
10411,26,100.0,2005-05-01,Trucks and Buses,Montreal,Canada,Small,2600.0
10425,41,86.68,2005-05-31,Trucks and Buses,Nantes,France,Medium,3553.88
10107,20,92.9,2003-02-24,Motorcycles,NYC,USA,Small,1858.0
10120,22,100.0,2003-04-29,Motorcycles,Melbourne,Australia,Small,2200.0
10133,23,100.0,2003-06-27,Motorcycles,Madrid,Spain,Small,2300.0
10145,33,93.9,2003-08-25,Motorcycles,Pasadena,USA,Medium,3098.7000000000003
10168,28,100.0,2003-10-28,Motorcycles,Burlingame,USA,Medium,2800.0
10188,44,98.89,2003-11-18,Motorcycles,Bergen,Norway,Medium,4351.16
10210,46,79.91,2004-01-12,Motorcycles,Osaka,Japan,Medium,3675.8599999999997
10223,21,100.0,2004-02-20,Motorcycles,Melbourne,Australia,Small,2100.0
10235,41,100.0,2004-04-02,Motorcycles,Tsawassen,Canada,Medium,4100.0
10250,31,100.0,2004-05-11,Motorcycles,San Jose,USA,Medium,3100.0
10263,31,79.91,2004-06-28,Motorcycles,Bridgewater,USA,Small,2477.21
10275,23,81.91,2004-07-23,Motorcycles,Nantes,France,Small,1883.9299999999998
10285,37,98.89,2004-08-27,Motorcycles,Cambridge,USA,Medium,3658.93
10297,26,100.0,2004-09-16,Motorcycles,Dublin,Ireland,Small,2600.0
10308,24,79.91,2004-10-15,Motorcycles,White Plains,USA,Small,1917.84
10318,47,100.0,2004-11-02,Motorcycles,Allentown,USA,Medium,4700.0
10329,45,63.91,2004-11-15,Motorcycles,NYC,USA,Small,2875.95
10340,55,100.0,2004-11-24,Motorcycles,Barcelona,Spain,Medium,5500.0
10353,46,81.17,2004-12-04,Motorcycles,Glendale,USA,Medium,3733.82
10363,50,100.0,2005-01-06,Motorcycles,Espoo,Finland,Medium,5000.0
10375,37,100.0,2005-02-03,Motorcycles,Nantes,France,Medium,3700.0
10387,44,94.9,2005-03-02,Motorcycles,Singapore,Singapore,Medium,4175.6
10401,49,100.0,2005-04-03,Motorcycles,Newark,USA,Medium,4900.0
10416,45,100.0,2005-05-10,Motorcycles,Reggio Emilia,Italy,Medium,4500.0
10108,27,43.45,2003-03-03,Motorcycles,Makati City,Philippines,Small,1173.15
10122,31,44.66,2003-05-08,Motorcycles,Marseille,France,Small,1384.4599999999998
10135,33,40.23,2003-07-02,Motorcycles,San Rafael,USA,Small,1327.59
10145,31,35.8,2003-08-25,Motorcycles,Pasadena,USA,Small,1109.8
10159,35,35.4,2003-10-10,Motorcycles,San Francisco,USA,Small,1239.0
10169,26,39.83,2003-11-04,Motorcycles,North Sydney,Australia,Small,1035.58
10180,34,45.46,2003-11-11,Motorcycles,Lille,France,Small,1545.64
10190,46,32.99,2003-11-19,Motorcycles,Madrid,Spain,Small,1517.5400000000002
10211,41,42.24,2004-01-15,Motorcycles,Paris,France,Small,1731.8400000000001
10224,43,39.43,2004-02-21,Motorcycles,Lille,France,Small,1695.49
10237,26,40.23,2004-04-05,Motorcycles,NYC,USA,Small,1045.98
10252,36,48.28,2004-05-26,Motorcycles,Paris,France,Small,1738.08
10264,20,32.59,2004-06-30,Motorcycles,Boston,USA,Small,651.8000000000001
10276,27,36.61,2004-08-02,Motorcycles,Brickhaven,USA,Small,988.47
10285,37,41.03,2004-08-27,Motorcycles,Cambridge,USA,Small,1518.1100000000001
10299,24,42.24,2004-09-30,Motorcycles,Helsinki,Finland,Small,1013.76
10310,36,43.05,2004-10-16,Motorcycles,Koln,Germany,Small,1549.8
10319,29,38.22,2004-11-03,Motorcycles,NYC,USA,Small,1108.3799999999999
10331,28,100.0,2004-11-17,Motorcycles,Philadelphia,USA,Medium,2800.0
10343,29,100.0,2004-11-24,Motorcycles,Reims,France,Medium,2900.0
10355,38,39.83,2004-12-07,Motorcycles,Madrid,Spain,Small,1513.54
10364,48,48.28,2005-01-06,Motorcycles,Marseille,France,Small,2317.44
10378,40,82.46,2005-02-10,Motorcycles,Madrid,Spain,Medium,3298.3999999999996
10390,41,44.56,2005-03-04,Motorcycles,San Rafael,USA,Small,1826.96
10403,30,40.23,2005-04-08,Motorcycles,Liverpool,UK,Small,1206.8999999999999
10104,35,47.62,2003-01-31,Trucks and Buses,Madrid,Spain,Small,1666.6999999999998
10114,28,55.73,2003-04-01,Trucks and Buses,Paris,France,Small,1560.4399999999998
10127,45,51.95,2003-06-03,Trucks and Buses,NYC,USA,Small,2337.75
10141,24,45.99,2003-08-01,Trucks and Buses,Espoo,Finland,Small,1103.76
10151,41,63.85,2003-09-21,Trucks and Buses,Oulu,Finland,Small,2617.85
10165,48,45.99,2003-10-22,Trucks and Buses,Singapore,Singapore,Small,2207.52
10175,50,63.31,2003-11-06,Trucks and Buses,London,UK,Medium,3165.5
10184,33,62.77,2003-11-14,Trucks and Buses,Sevilla,Spain,Small,2071.4100000000003
10195,32,43.29,2003-11-25,Trucks and Buses,White Plains,USA,Small,1385.28
10207,27,60.06,2003-12-09,Trucks and Buses,Boston,USA,Small,1621.6200000000001
10219,35,55.19,2004-02-10,Trucks and Buses,Brisbane,USA,Small,1931.6499999999999
10229,23,54.11,2004-03-11,Trucks and Buses,San Rafael,USA,Small,1244.53
10246,35,48.7,2004-05-05,Trucks and Buses,Madrid,Spain,Small,1704.5
10259,40,43.83,2004-06-15,Trucks and Buses,Singapore,Singapore,Small,1753.1999999999998
10271,35,47.62,2004-07-20,Trucks and Buses,San Rafael,USA,Small,1666.6999999999998
10281,31,55.19,2004-08-19,Trucks and Buses,Allentown,USA,Small,1710.8899999999999
10292,50,46.53,2004-09-08,Trucks and Buses,NYC,USA,Small,2326.5
10305,40,57.9,2004-10-13,Trucks and Buses,Cambridge,USA,Small,2316.0
10313,38,45.45,2004-10-22,Trucks and Buses,Vancouver,Canada,Small,1727.1000000000001
10325,38,100.0,2004-11-05,Trucks and Buses,Stavern,Norway,Large,3800.0
10335,40,60.6,2004-11-19,Trucks and Buses,San Rafael,USA,Small,2424.0
10349,33,46.53,2004-12-01,Trucks and Buses,NYC,USA,Small,1535.49
10359,36,100.0,2004-12-15,Trucks and Buses,Reims,France,Medium,3600.0
10371,20,66.47,2005-01-23,Trucks and Buses,San Rafael,USA,Small,1329.4
10383,32,53.18,2005-02-22,Trucks and Buses,Madrid,Spain,Small,1701.76
10394,36,62.77,2005-03-15,Trucks and Buses,Madrid,Spain,Small,2259.7200000000003
10412,19,48.7,2005-05-03,Trucks and Buses,Madrid,Spain,Small,925.3000000000001
10425,11,43.83,2005-05-31,Trucks and Buses,Nantes,France,Small,482.13
10104,49,65.87,2003-01-31,Trains,Madrid,Spain,Medium,3227.63
10116,27,63.38,2003-04-11,Trains,Charleroi,Belgium,Small,1711.26
10127,29,70.84,2003-06-03,Trains,NYC,USA,Small,2054.36
10142,42,74.57,2003-08-08,Trains,San Rafael,USA,Medium,3131.9399999999996
10152,33,50.95,2003-09-25,Trains,South Brisbane,Australia,Small,1681.3500000000001
10165,44,53.44,2003-10-22,Trains,Singapore,Singapore,Small,2351.3599999999997
10176,22,64.0,2003-11-06,Trains,Reggio Emilia,Italy,Small,1408.0
10184,48,50.95,2003-11-14,Trains,Sevilla,Spain,Small,2445.6000000000004
10195,33,54.68,2003-11-25,Trains,White Plains,USA,Small,1804.44
10207,45,56.55,2003-12-09,Trains,Boston,USA,Small,2544.75
10220,20,52.82,2004-02-12,Trains,Dublin,Ireland,Small,1056.4
10230,46,60.9,2004-03-15,Trains,Frankfurt,Germany,Small,2801.4
10247,40,49.71,2004-05-05,Trains,Espoo,Finland,Small,1988.4
10272,45,64.63,2004-07-20,Trains,Allentown,USA,Small,2908.35
10282,36,59.65,2004-08-20,Trains,San Rafael,USA,Small,2147.4
10292,31,67.73,2004-09-08,Trains,NYC,USA,Small,2099.63
10306,46,50.33,2004-10-14,Trains,Manchester,UK,Small,2315.18
10314,35,66.49,2004-10-22,Trains,Aaarhus,Denmark,Small,2327.1499999999996
10325,28,100.0,2004-11-05,Trains,Stavern,Norway,Medium,2800.0
10336,31,84.71,2004-11-20,Trains,Paris,France,Small,2626.0099999999998
10350,27,100.0,2004-12-02,Trains,Madrid,Spain,Medium,2700.0
10359,22,100.0,2004-12-15,Trains,Reims,France,Medium,2200.0
10371,30,99.55,2005-01-23,Trains,San Rafael,USA,Small,2986.5
10383,44,36.07,2005-02-22,Trains,Madrid,Spain,Small,1587.08
10394,30,60.28,2005-03-15,Trains,Madrid,Spain,Small,1808.4
10413,24,49.71,2005-05-05,Trains,Bridgewater,USA,Small,1193.04
10103,45,75.63,2003-01-29,Trucks and Buses,Stavern,Norway,Medium,3403.35
10113,23,68.52,2003-03-26,Trucks and Buses,San Rafael,USA,Small,1575.9599999999998
10126,26,62.7,2003-05-28,Trucks and Buses,Madrid,Spain,Small,1630.2
10140,28,60.76,2003-07-24,Trucks and Buses,Burlingame,USA,Small,1701.28
10150,49,58.18,2003-09-19,Trucks and Buses,Singapore,Singapore,Small,2850.82
10164,49,54.94,2003-10-21,Trucks and Buses,Graz,Austria,Small,2692.06
10175,29,74.98,2003-11-06,Trucks and Buses,London,UK,Small,2174.42
10183,49,64.64,2003-11-13,Trucks and Buses,Philadelphia,USA,Medium,3167.36
10194,39,54.94,2003-11-25,Trucks and Buses,Lyon,France,Small,2142.66
10206,36,58.82,2003-12-05,Trucks and Buses,Vancouver,Canada,Small,2117.52
10217,39,62.05,2004-02-04,Trucks and Buses,Singapore,Singapore,Small,2419.95
10229,30,73.04,2004-03-11,Trucks and Buses,San Rafael,USA,Small,2191.2000000000003
10245,44,69.16,2004-05-04,Trucks and Buses,New Haven,USA,Medium,3043.04
10258,20,61.41,2004-06-15,Trucks and Buses,Minato-ku,Japan,Small,1228.1999999999998
10270,21,63.35,2004-07-19,Trucks and Buses,Chatswood,Australia,Small,1330.3500000000001
10281,36,77.57,2004-08-19,Trucks and Buses,Allentown,USA,Small,2792.5199999999995
10291,32,71.75,2004-09-08,Trucks and Buses,Boras,Sweden,Small,2296.0
10304,36,73.04,2004-10-11,Trucks and Buses,Versailles,France,Small,2629.44
10313,34,56.24,2004-10-22,Trucks and Buses,Vancouver,Canada,Small,1912.16
10324,48,100.0,2004-11-05,Trucks and Buses,NYC,USA,Large,4800.0
10333,33,73.69,2004-11-18,Trucks and Buses,San Francisco,USA,Small,2431.77
10348,31,100.0,2004-11-01,Trucks and Buses,Madrid,Spain,Medium,3100.0
10358,36,100.0,2004-12-10,Trucks and Buses,Madrid,Spain,Medium,3600.0
10370,25,100.0,2005-01-20,Trucks and Buses,North Sydney,Australia,Medium,2500.0
10382,48,100.0,2005-02-17,Trucks and Buses,San Rafael,USA,Medium,4800.0
10411,27,69.16,2005-05-01,Trucks and Buses,Montreal,Canada,Small,1867.32
10424,44,61.41,2005-05-31,Trucks and Buses,Madrid,Spain,Small,2702.04
10106,33,72.92,2003-02-17,Vintage Cars,Bergamo,Italy,Small,2406.36
10120,29,72.23,2003-04-29,Vintage Cars,Melbourne,Australia,Small,2094.67
10133,49,57.1,2003-06-27,Vintage Cars,Madrid,Spain,Small,2797.9
10144,20,81.86,2003-08-13,Vintage Cars,Charleroi,Belgium,Small,1637.2
10168,31,73.61,2003-10-28,Vintage Cars,Burlingame,USA,Small,2281.91
10210,39,59.16,2004-01-12,Vintage Cars,Osaka,Japan,Small,2307.24
10223,20,66.04,2004-02-20,Vintage Cars,Melbourne,Australia,Small,1320.8000000000002
10235,34,77.73,2004-04-02,Vintage Cars,Tsawassen,Canada,Small,2642.82
10250,50,61.22,2004-05-11,Vintage Cars,San Jose,USA,Medium,3061.0
10262,40,79.11,2004-06-24,Vintage Cars,Madrid,Spain,Medium,3164.4
10275,28,63.97,2004-07-23,Vintage Cars,Nantes,France,Small,1791.1599999999999
10284,50,81.86,2004-08-21,Vintage Cars,Oslo,Norway,Medium,4093.0
10297,28,79.8,2004-09-16,Vintage Cars,Dublin,Ireland,Small,2234.4
10308,46,66.04,2004-10-15,Vintage Cars,White Plains,USA,Medium,3037.84
10316,24,59.16,2004-11-01,Vintage Cars,Cowes,UK,Small,1419.84
10328,24,81.17,2004-11-12,Vintage Cars,Bergamo,Italy,Small,1948.08
10340,39,59.16,2004-11-24,Vintage Cars,Barcelona,Spain,Small,2307.24
10353,40,44.51,2004-12-04,Vintage Cars,Glendale,USA,Small,1780.3999999999999
10361,49,72.33,2004-12-17,Vintage Cars,Chatswood,Australia,Medium,3544.17
10375,44,82.26,2005-02-03,Vintage Cars,Nantes,France,Medium,3619.44
10388,35,100.0,2005-03-03,Vintage Cars,New Bedford,USA,Medium,3500.0
10398,22,67.41,2005-03-30,Vintage Cars,Reims,France,Small,1483.02
10401,62,77.73,2005-04-03,Vintage Cars,Newark,USA,Medium,4819.26
10416,26,61.22,2005-05-10,Vintage Cars,Reggio Emilia,Italy,Small,1591.72
10108,31,100.0,2003-03-03,Motorcycles,Makati City,Philippines,Medium,3100.0
10121,25,86.74,2003-05-07,Motorcycles,Reims,France,Small,2168.5
10135,30,89.8,2003-07-02,Motorcycles,San Rafael,USA,Small,2694.0
10145,27,100.0,2003-08-25,Motorcycles,Pasadena,USA,Medium,2700.0
10159,23,100.0,2003-10-10,Motorcycles,San Francisco,USA,Small,2300.0
10169,34,100.0,2003-11-04,Motorcycles,North Sydney,Australia,Medium,3400.0
10180,22,100.0,2003-11-11,Motorcycles,Lille,France,Small,2200.0
10190,42,85.72,2003-11-19,Motorcycles,Madrid,Spain,Medium,3600.24
10211,37,100.0,2004-01-15,Motorcycles,Paris,France,Medium,3700.0
10224,30,100.0,2004-02-21,Motorcycles,Lille,France,Medium,3000.0
10237,27,100.0,2004-04-05,Motorcycles,NYC,USA,Medium,2700.0
10252,25,100.0,2004-05-26,Motorcycles,Paris,France,Small,2500.0
10264,34,97.97,2004-06-30,Motorcycles,Boston,USA,Medium,3330.98
10276,38,100.0,2004-08-02,Motorcycles,Brickhaven,USA,Medium,3800.0
10285,26,100.0,2004-08-27,Motorcycles,Cambridge,USA,Small,2600.0
10299,38,100.0,2004-09-30,Motorcycles,Helsinki,Finland,Medium,3800.0
10309,50,84.7,2004-10-15,Motorcycles,Stavern,Norway,Medium,4235.0
10319,22,100.0,2004-11-03,Motorcycles,NYC,USA,Small,2200.0
10331,32,100.0,2004-11-17,Motorcycles,Philadelphia,USA,Medium,3200.0
10341,31,71.02,2004-11-24,Motorcycles,Salzburg,Austria,Small,2201.62
10355,40,100.0,2004-12-07,Motorcycles,Madrid,Spain,Medium,4000.0
10365,22,100.0,2005-01-07,Motorcycles,New Bedford,USA,Medium,2200.0
10375,41,100.0,2005-02-03,Motorcycles,Nantes,France,Medium,4100.0
10390,45,48.98,2005-03-04,Motorcycles,San Rafael,USA,Small,2204.1
10403,45,100.0,2005-04-08,Motorcycles,Liverpool,UK,Medium,4500.0
10106,39,40.15,2003-02-17,Vintage Cars,Bergamo,Italy,Small,1565.85
10120,49,50.62,2003-04-29,Vintage Cars,Melbourne,Australia,Small,2480.3799999999997
10133,27,50.19,2003-06-27,Vintage Cars,Madrid,Spain,Small,1355.1299999999999
10143,34,36.66,2003-08-10,Vintage Cars,New Bedford,USA,Small,1246.4399999999998
10156,20,41.02,2003-10-08,Vintage Cars,Madrid,Spain,Small,820.4000000000001
10168,48,51.93,2003-10-28,Vintage Cars,Burlingame,USA,Small,2492.64
10199,29,38.4,2003-12-01,Vintage Cars,Burbank,USA,Small,1113.6
10210,43,41.02,2004-01-12,Vintage Cars,Osaka,Japan,Small,1763.8600000000001
10223,41,46.26,2004-02-20,Vintage Cars,Melbourne,Australia,Small,1896.6599999999999
10235,41,35.35,2004-04-02,Vintage Cars,Tsawassen,Canada,Small,1449.3500000000001
10250,36,51.93,2004-05-11,Vintage Cars,San Jose,USA,Small,1869.48
10262,49,37.97,2004-06-24,Vintage Cars,Madrid,Spain,Small,1860.53
10275,38,45.39,2004-07-23,Vintage Cars,Nantes,France,Small,1724.82
10284,33,51.93,2004-08-21,Vintage Cars,Oslo,Norway,Small,1713.69
10296,26,48.44,2004-09-15,Vintage Cars,Munich,Germany,Small,1259.44
10308,47,43.64,2004-10-15,Vintage Cars,White Plains,USA,Small,2051.08
10316,34,47.57,2004-11-01,Vintage Cars,Cowes,UK,Small,1617.38
10328,34,51.93,2004-11-12,Vintage Cars,Bergamo,Italy,Small,1765.62
10340,40,50.62,2004-11-24,Vintage Cars,Barcelona,Spain,Small,2024.8
10353,40,82.21,2004-12-04,Vintage Cars,Glendale,USA,Medium,3288.3999999999996
10361,33,82.59,2004-12-17,Vintage Cars,Chatswood,Australia,Small,2725.4700000000003
10375,49,65.8,2005-02-03,Vintage Cars,Nantes,France,Medium,3224.2
10388,27,100.0,2005-03-03,Vintage Cars,New Bedford,USA,Medium,2700.0
10398,49,36.66,2005-03-30,Vintage Cars,Reims,France,Small,1796.34
10401,56,35.35,2005-04-03,Vintage Cars,Newark,USA,Small,1979.6000000000001
10416,37,51.93,2005-05-10,Vintage Cars,Reggio Emilia,Italy,Small,1921.41
10104,33,100.0,2003-01-31,Trucks and Buses,Madrid,Spain,Medium,3300.0
10115,27,100.0,2003-04-04,Trucks and Buses,NYC,USA,Small,2700.0
10127,46,100.0,2003-06-03,Trucks and Buses,NYC,USA,Medium,4600.0
10141,44,100.0,2003-08-01,Trucks and Buses,Espoo,Finland,Medium,4400.0
10151,26,100.0,2003-09-21,Trucks and Buses,Oulu,Finland,Medium,2600.0
10165,48,94.92,2003-10-22,Trucks and Buses,Singapore,Singapore,Medium,4556.16
10176,23,100.0,2003-11-06,Trucks and Buses,Reggio Emilia,Italy,Medium,2300.0
10184,45,100.0,2003-11-14,Trucks and Buses,Sevilla,Spain,Medium,4500.0
10195,49,100.0,2003-11-25,Trucks and Buses,White Plains,USA,Medium,4900.0
10207,28,94.92,2003-12-09,Trucks and Buses,Boston,USA,Small,2657.76
10220,37,100.0,2004-02-12,Trucks and Buses,Dublin,Ireland,Medium,3700.0
10230,34,100.0,2004-03-15,Trucks and Buses,Frankfurt,Germany,Medium,3400.0
10246,22,100.0,2004-05-05,Trucks and Buses,Madrid,Spain,Small,2200.0
10259,29,100.0,2004-06-15,Trucks and Buses,Singapore,Singapore,Medium,2900.0
10271,34,98.39,2004-07-20,Trucks and Buses,San Rafael,USA,Medium,3345.26
10282,38,100.0,2004-08-20,Trucks and Buses,San Rafael,USA,Medium,3800.0
10292,41,100.0,2004-09-08,Trucks and Buses,NYC,USA,Medium,4100.0
10305,42,100.0,2004-10-13,Trucks and Buses,Cambridge,USA,Medium,4200.0
10314,28,100.0,2004-10-22,Trucks and Buses,Aaarhus,Denmark,Medium,2800.0
10325,38,100.0,2004-11-05,Trucks and Buses,Stavern,Norway,Medium,3800.0
10336,23,100.0,2004-11-20,Trucks and Buses,Paris,France,Medium,2300.0
10350,31,71.4,2004-12-02,Trucks and Buses,Madrid,Spain,Small,2213.4
10359,46,100.0,2004-12-15,Trucks and Buses,Reims,France,Medium,4600.0
10371,48,56.55,2005-01-23,Trucks and Buses,San Rafael,USA,Small,2714.3999999999996
10383,29,100.0,2005-02-22,Trucks and Buses,Madrid,Spain,Medium,2900.0
10395,46,100.0,2005-03-17,Trucks and Buses,Paris,France,Medium,4600.0
10412,26,100.0,2005-05-03,Trucks and Buses,Madrid,Spain,Medium,2600.0
10425,18,100.0,2005-05-31,Trucks and Buses,Nantes,France,Small,1800.0
10104,32,53.31,2003-01-31,Trains,Madrid,Spain,Small,1705.92
10117,21,49.21,2003-04-16,Trains,Singapore,Singapore,Small,1033.41
10127,46,69.12,2003-06-03,Trains,NYC,USA,Medium,3179.5200000000004
10142,42,49.79,2003-08-08,Trains,San Rafael,USA,Small,2091.18
10153,31,57.41,2003-09-28,Trains,Madrid,Spain,Small,1779.7099999999998
10165,38,66.78,2003-10-22,Trains,Singapore,Singapore,Small,2537.64
10176,38,64.44,2003-11-06,Trains,Reggio Emilia,Italy,Small,2448.72
10185,20,48.62,2003-11-14,Trains,New Bedford,USA,Small,972.4
10196,46,62.09,2003-11-26,Trains,New Haven,USA,Small,2856.1400000000003
10208,30,65.61,2004-01-02,Trains,Lyon,France,Small,1968.3
10220,30,68.54,2004-02-12,Trains,Dublin,Ireland,Small,2056.2000000000003
10230,43,52.14,2004-03-15,Trains,Frankfurt,Germany,Small,2242.02
10247,49,63.85,2004-05-05,Trains,Espoo,Finland,Medium,3128.65
10272,43,56.82,2004-07-20,Trains,Allentown,USA,Small,2443.26
10282,37,66.78,2004-08-20,Trains,San Rafael,USA,Small,2470.86
10292,35,55.07,2004-09-08,Trains,NYC,USA,Small,1927.45
10306,34,60.34,2004-10-14,Trains,Manchester,UK,Small,2051.56
10314,38,61.51,2004-10-22,Trains,Aaarhus,Denmark,Small,2337.38
10325,44,100.0,2004-11-05,Trains,Stavern,Norway,Medium,4400.0
10337,21,100.0,2004-11-21,Trains,NYC,USA,Small,2100.0
10350,44,100.0,2004-12-02,Trains,Madrid,Spain,Medium,4400.0
10359,25,64.93,2004-12-15,Trains,Reims,France,Small,1623.2500000000002
10372,24,58.58,2005-01-26,Trains,Minato-ku,Japan,Small,1405.92
10383,38,60.06,2005-02-22,Trains,Madrid,Spain,Small,2282.28
10395,45,100.0,2005-03-17,Trains,Paris,France,Large,4500.0
10413,51,63.85,2005-05-05,Trains,Bridgewater,USA,Medium,3256.35
10108,34,82.99,2003-03-03,Motorcycles,Makati City,Philippines,Small,2821.66
10121,44,74.85,2003-05-07,Motorcycles,Reims,France,Medium,3293.3999999999996
10135,44,96.0,2003-07-02,Motorcycles,San Rafael,USA,Medium,4224.0
10145,38,81.36,2003-08-25,Motorcycles,Pasadena,USA,Medium,3091.68
10159,31,71.6,2003-10-10,Motorcycles,San Francisco,USA,Small,2219.6
10169,48,80.55,2003-11-04,Motorcycles,North Sydney,Australia,Medium,3866.3999999999996
10180,21,93.56,2003-11-11,Motorcycles,Lille,France,Small,1964.76
10190,40,66.72,2003-11-19,Motorcycles,Madrid,Spain,Small,2668.8
10211,40,80.55,2004-01-15,Motorcycles,Paris,France,Medium,3222.0
10224,50,77.29,2004-02-21,Motorcycles,Lille,France,Medium,3864.5000000000005
10237,20,68.34,2004-04-05,Motorcycles,NYC,USA,Small,1366.8000000000002
10252,48,72.41,2004-05-26,Motorcycles,Paris,France,Medium,3475.68
10264,47,89.5,2004-06-30,Motorcycles,Boston,USA,Medium,4206.5
10276,21,70.78,2004-08-02,Motorcycles,Brickhaven,USA,Small,1486.38
10285,39,78.92,2004-08-27,Motorcycles,Cambridge,USA,Medium,3077.88
10299,44,80.55,2004-09-30,Motorcycles,Helsinki,Finland,Medium,3544.2
10309,28,88.68,2004-10-15,Motorcycles,Stavern,Norway,Small,2483.04
10319,45,77.29,2004-11-03,Motorcycles,NYC,USA,Medium,3478.05
